cid,id,obs_time,trail,trailmark,compass,distance,animal,n_indiv,observed,activity,continued,comment,geom
4985,77039,08:44:00,UB,60.00,n,8,ED,1,1,TT,,NULL,NULL
4985,77041,10:01:00,MS,11.00,n,5,BD,1,1,TT,,NULL,NULL
4985,77042,10:34:00,MS,6.00,n,0,OH,1,1,IV,,"1 ekor OH betina besar tepat di pohon tagging MS 6",NULL
4987,77049,06:18:00,BR,6.10,n,5,CKS,1,1,IV,,NULL,NULL
4987,77050,06:46:00,BR,12.40,n,5,BP,3,1,TT,,NULL,NULL
4987,77051,07:10:00,BR,18.05,s,1,OH,1,1,TV,,"Satu ekor OH jantan besar yang sedang lari dan bersuara setelahh melihat saya",NULL
4987,77054,07:42:00,AG,4.00,w,6,RCB,3,1,TV,,NULL,NULL
4987,77055,07:42:00,AG,4.00,w,6,CWB,1,1,TV,,NULL,NULL
4987,77056,08:16:00,AG,12.00,w,10,GN,3,1,TV,,"Tiga ekor GN sama besar yang sedang bersuara dan langsung lari setelah melihat saya",NULL
4987,77059,10:38:00,SA,10.40,s,7,TRS,1,1,I,,NULL,NULL
4987,77060,10:38:00,SA,10.40,s,7,RCB,2,1,TV,,NULL,NULL
4987,77061,11:15:00,SA,1.40,s,10,LBJ,3,1,TV,,NULL,NULL
4989,77064,05:48:00,RK,3.30,s,0,RH,1,1,T,,NULL,NULL
4989,77065,06:10:00,RK,7.30,s,3,BC,9,1,IV,,NULL,NULL
4989,77066,06:10:00,RK,7.30,n,3,RA,2,1,T,,NULL,NULL
4989,77067,06:13:00,RK,7.30,s,3,MY,1,1,TV,,NULL,NULL
4989,77070,06:20:00,RK,9.00,n,5,KL,6,1,IV,,"Satu kelompok KL yang sedang bersuara dan ada juga yang istirahat di antaranya : 2 ekor KL jantan besar",NULL
4989,77071,06:56:00,RK,14.30,n,2,CP,1,1,T,,NULL,NULL
4989,77072,07:11:00,RK,17.30,n,5,CWB,3,1,TV,,NULL,NULL
4989,77073,07:11:00,RK,17.30,s,3,MK,1,1,I,,NULL,NULL
4989,77074,07:11:00,RK,17.30,n,5,LBJ,2,1,TV,,NULL,NULL
4989,77077,07:25:00,RK,19.45,w,1,LU,5,1,TV,,"Satu kelompok LU yang sedang lari dengan cepat dan bersuara setelah melihat saya",NULL
4989,77078,07:56:00,RK,27.00,w,5,RCB,3,1,TV,,NULL,NULL
4990,77084,05:45:00,RK,55.00,w,10,SQX,3,1,TV,,NULL,NULL
4990,77085,05:45:00,RK,55.00,e,3,PX,2,1,TV,,NULL,NULL
4990,77086,06:35:00,RK,45.00,s,5,BAB,1,1,TV,,NULL,NULL
4990,77087,06:39:00,RK,44.40,e,10,CP,1,1,T,,NULL,NULL
4990,77088,06:53:00,RK,41.20,e,20,GN,2,1,TV,,"2 ekor GN sama besar yang sedang jalan perlahan menuju ke arah N dan kemudian bersuara",NULL
4991,77092,05:32:00,LD,0.00,s,1,RA,2,1,TT,,NULL,NULL
4991,77093,05:41:00,LD,1.05,n,20,GN,5,1,TT,,"Pertama saya lihat ada 5 ekor GN yang terlihat 3 ekor GN sama besarnya dan satu ekor GN ibu anak, semua GN dengan cepat sekali TT tanpa suara dan menuju ke arah N, GN tersebut semakin jauh, tidak lama langsung hilang. Saya hanya bisa menghitung jumlahnya saja.",NULL
4991,77094,06:20:00,LD,5.35,s,16,OH,3,1,TT,,"Saya melhat ada 3 ekor OH satu jantan besar dan 1 ekor OH ibu anak, anaknya masih kecil. Semua OH TT dan bersuara menjuju ke arah S",NULL
4991,77095,06:22:00,LD,5.35,n,10,GS,4,1,TV,,NULL,NULL
4991,77101,08:04:00,JK,14.10,e,15,BC,5,1,TV,,NULL,NULL
4991,77103,08:47:00,MI,4.15,s,4,BB,2,1,TV,,NULL,NULL
4991,77108,10:50:00,SY,20.05,w,10,HE,2,1,TT,,NULL,NULL
4992,77113,06:05:00,SY,13.40,n,5,RCB,3,1,TV,,NULL,NULL
4992,77114,06:56:00,SY,2.00,n,3,BAB,2,1,TV,,NULL,NULL
4992,77120,09:56:00,JK,6.00,s,8,CP,1,1,TV,,NULL,NULL
4992,77122,10:02:00,JK,5.00,n,15,OH,4,1,T,,"1 ekor OH jantan besar punya belimbing, 1 ekor OH betina besar dan 1 ekor OH betina besar dengan 1 ekor OH sedang besar. Ke 4 OH tersebut jalan menuju ke arah W",NULL
4992,77123,10:08:00,JK,4.15,s,6,OH,1,1,TT,,"1 ekor OH jantan belum punya belimbing yang sedang jalan takut karena melihat saya dan OH tersebut jalan ke arah SE kemudian OH bersuara kissquek",NULL
4992,77124,10:16:00,JK,3.00,s,4,BF,2,1,TV,,NULL,NULL
4992,77126,10:50:00,LD,5.05,w,0,ULX,1,1,T,,NULL,NULL
4994,77131,05:58:00,KP,9.00,w,5,PX,3,1,TV,,NULL,NULL
4994,77134,06:39:00,RB,20.00,w,12,BL,2,1,T,,NULL,NULL
4994,77135,07:18:00,RB,26.30,n,5,PX,1,1,T,,NULL,NULL
4994,77136,07:18:00,RB,26.30,n,10,SQX,1,1,T,,NULL,NULL
4994,77138,08:15:00,BD,11.00,e,6,RCB,2,1,TV,,NULL,NULL
4995,77143,05:50:00,TZ,8.10,e,2,TB,1,1,TV,,NULL,NULL
4995,77144,06:12:00,TZ,13.00,s,5,PM,3,1,TV,,NULL,NULL
4995,77145,06:12:00,TZ,13.00,n,2,BH,5,1,TV,,NULL,NULL
4995,77146,06:12:00,TZ,13.00,n,10,RA,1,1,T,,NULL,NULL
4995,77147,06:29:00,TZ,15.40,n,22,GN,3,1,T,,"Pertama saya melihat ada 3 GN,yang terlihat 2 ekor gn sama besar dan 1 ekor GN Besarnya sedang. Lainya saya hanya mendengar suaranya saja mungkin GN lebih dari 3 namun yang terlihat hanya 3 ekor saja. Dan saya hanya menghitung jumlahmya saja dan tidak bisa mengident jenis kelamin karna jarak sangat jauh. GN semakin jauh dan menghilang",NULL
4995,77148,06:33:00,TZ,15.45,n,15,RH,2,1,TV,,NULL,NULL
4995,77149,06:33:00,TZ,15.45,n,4,MB,2,1,TV,,NULL,NULL
4995,77150,06:33:00,TZ,15.45,s,8,BH,8,1,TV,,NULL,NULL
4995,77156,08:33:00,IF,40.00,s,1,CP,1,1,TT,,NULL,NULL
4995,77157,08:56:00,IF,34.10,s,4,BH,6,1,TV,,NULL,NULL
4995,77160,09:26:00,IF,31.00,s,10,RH,2,1,TT,,NULL,NULL
4995,77162,10:53:00,DG,7.00,e,8,RA,2,1,TV,,NULL,NULL
4995,77163,10:59:00,DG,6.30,w,4,BB,5,1,TV,,NULL,NULL
4996,77169,08:41:00,GP,39.30,w,0,BU,2,1,TT,,NULL,NULL
4996,77172,09:31:00,TL,39.00,e,2,KW,5,1,TT,,NULL,NULL
4996,77176,10:21:00,JB,17.35,w,5,PLT,2,1,TV,,NULL,NULL
4997,77181,06:30:00,SI,12.00,e,18,GN,3,1,TT,,"3 ekor GN yang sama besarnya sedang jalan dengan cepat menuju S",NULL
4997,77183,08:20:00,DP,11.00,s,5,CKP,2,1,TV,,NULL,NULL
4997,77186,11:00:00,UB,15.00,w,7,BAB,1,1,TV,,NULL,NULL
4997,77187,11:00:00,UB,15.00,e,3,PX,2,1,TV,,NULL,NULL
4999,77193,06:55:00,MR,10.00,w,15,OH,1,1,T,,"1 ekor OH jantan besar yang sedang jalan menuju ke arah s",NULL
4999,77197,09:00:00,PP,2.00,e,10,TRN,2,1,I,,NULL,NULL
5000,77206,06:03:00,NB,9.00,n,1,BCB,1,1,T,,NULL,NULL
5000,77214,07:40:00,UB,53.40,s,1,BCB,1,1,TV,,NULL,NULL
5000,77216,08:00:00,LM,10.00,w,0,ULX,1,1,T,,NULL,NULL
5000,77220,09:30:00,UB,69.00,n,2,MLK,2,1,T,,NULL,NULL
5001,77236,06:18:00,PR,1.00,n,0,CE,3,1,TV,,NULL,NULL
5001,77237,06:20:00,PR,1.00,n,5,MK,1,1,I,,NULL,NULL
5001,77240,07:55:00,PB,13.20,s,6,KL,1,1,I,,"KL sedang besar",NULL
5001,77242,08:40:00,JB,4.35,e,6,BP,1,1,T,,NULL,NULL
5002,77250,06:25:00,NB,14.00,e,20,KL,2,1,TT,,"2 ekor KL yang sama besarnya yang sedang jalan cepat",NULL
5002,77256,10:03:00,UB,60.20,s,10,RA,1,1,F,,NULL,NULL
5003,77261,06:26:00,SA,11.40,n,10,OH,1,1,T,,"1 ekor OH remaja yang sedang jalan menuju ke arah SE",NULL
5003,77262,06:50:00,SA,17.00,se,5,BF,3,1,TV,,NULL,NULL
5003,77263,06:59:00,SA,19.15,n,8,BC,7,1,TV,,NULL,NULL
5003,77264,07:03:00,SA,20.00,n,2,HT,1,1,T,,NULL,NULL
5003,77266,07:15:00,SA,23.10,n,5,GN,4,1,TV,,"1 ekor GN sedang besar dan 3 ekor GN yang sama besarnya yang sedang jalan menuju ke arah NE, kemudian GN tersebut bersuara",NULL
5003,77269,08:21:00,AG,18.00,w,10,BC,5,1,TV,,NULL,NULL
5003,77271,08:30:00,AG,16.00,w,5,OH,2,1,TV,,"1 ekor Oh betina besar dengan 1 ekor anak OH yang sudah jalan sendiri. OH betina besar bersuara kiss squeak karena melihat saya dan OH tersebut jalan menuju ke arah W",NULL
5003,77273,09:15:00,AG,6.20,w,1,CP,1,1,T,,NULL,NULL
5003,77274,09:20:00,AG,5.25,e,0,KCL,1,1,T,,"Anak kancil",NULL
5006,77285,06:12:00,RK,8.15,w,15,GN,2,1,TV,,NULL,NULL
5006,77287,06:33:00,RK,11.00,s,20,GN,2,1,T,,"2 ekor GN yang sama besarnya yang sedang jalan menuju ke arah E dan saya hanya bisa lihat dari jauh saja",NULL
5006,77290,07:24:00,RK,22.00,n,6,PX,2,1,TV,,NULL,NULL
5006,77291,07:30:00,RK,23.20,n,2,CP,1,1,TV,,NULL,NULL
5006,77292,08:21:00,RK,34.00,e,5,BF,3,1,T,,NULL,NULL
5006,77293,08:22:00,RK,34.00,w,4,SQT,1,1,T,,NULL,NULL
5006,77294,09:28:00,RK,43.10,w,2,BAB,2,1,TV,,NULL,NULL
5006,77295,09:28:00,RK,43.10,w,7,RCB,2,1,TV,,NULL,NULL
5006,77296,09:38:00,RK,45.00,s,15,GN,3,1,TV,,"2 ekor GN yang sama besarnya dan 1 ekor GN sedang besar yang sedang jalan menuju ke arah SW",NULL
5006,77298,09:57:00,RK,49.00,s,8,TX,1,1,T,,NULL,NULL
5006,77299,10:18:00,RK,54.00,n,2,PX,1,1,TV,,NULL,NULL
5006,77300,10:28:00,RK,56.30,n,2,SQX,1,1,T,,NULL,NULL
5007,77305,07:20:00,TK,22.25,n,10,RH,2,1,TV,,NULL,NULL
5007,77315,12:44:00,ML,26.40,n,2,BW,2,1,T,,NULL,NULL
5007,77316,12:51:00,ML,17.00,e,4,YB,1,1,TV,,NULL,NULL
5007,77317,12:51:00,ML,17.00,w,1,CP,1,1,TT,,NULL,NULL
5008,77321,06:38:00,RS,31.00,e,8,FK,8,1,T,,"1 kelompok FK yang sedang jalan menuju ke arah SE",NULL
5008,77322,06:59:00,RS,26.40,e,2,BP,3,1,TT,,NULL,NULL
5009,77335,06:14:00,TK,18.15,n,2,BH,3,1,TV,,NULL,NULL
5009,77338,07:20:00,FS,10.05,n,4,CP,1,1,TV,,NULL,NULL
5009,77339,08:19:00,FS,21.00,w,15,BD,2,1,TT,,NULL,NULL
5009,77342,10:28:00,GP,56.00,e,8,TR,1,1,I,,NULL,NULL
5010,77347,05:50:00,NB,5.10,s,2,BAB,2,1,TV,,NULL,NULL
5010,77351,08:46:00,UB,51.05,s,2,YB,1,1,T,,NULL,NULL
5010,77358,11:10:00,JJ,6.30,n,5,CKS,2,1,TV,,NULL,NULL
5010,77359,11:10:00,JJ,6.30,s,8,BH,4,1,TV,,NULL,NULL
5010,77361,11:36:00,UB,84.15,n,1,UPP,1,1,T,,NULL,NULL
5012,77365,05:58:00,BM,2.30,w,2,CP,1,1,TV,,NULL,NULL
5012,77366,06:09:00,BM,3.10,w,10,TO,1,1,T,,NULL,NULL
5012,77367,06:09:00,BM,3.10,w,4,BH,4,1,TV,,NULL,NULL
5012,77368,06:31:00,BM,12.15,w,20,GN,4,1,TT,,"GN tersebut ada 4 ekor. 1ekor ibu anak, 2ekor terlihat sama besar. Semua GN sedang TT tampa suara ,hanya bisa melihat jumlah GN saja",NULL
5012,77369,06:34:00,BM,12.17,e,8,RA,1,1,T,,NULL,NULL
5012,77370,06:34:00,BM,12.17,w,3,BB,2,1,TV,,NULL,NULL
5012,77373,08:30:00,GB,14.00,w,20,RH,2,1,IV,,NULL,NULL
5012,77379,10:34:00,ST,6.30,w,10,BC,5,1,TV,,NULL,NULL
5016,77384,05:56:00,SK,7.10,s,10,CKP,1,1,T,,NULL,NULL
5016,77388,07:30:00,ST,15.00,e,25,FK,2,1,TV,,"2 ekor macaca sama besar yang sedang lompat dari satu pohon kepohon lainnya dan mengeluarkan suara macaca tersebut tidak menyadari kehadiran kami.",NULL
5016,77391,08:20:00,SZ,11.00,s,5,CKP,2,1,TV,,NULL,NULL
5016,77392,08:20:00,SZ,11.00,s,15,BB,3,1,TV,,NULL,NULL
5016,77393,08:20:00,SZ,11.00,s,5,SQX,1,1,T,,NULL,NULL
5016,77394,08:30:00,SZ,13.00,s,10,BH,1,1,I,,NULL,NULL
5016,77397,09:35:00,RS,29.00,w,10,BAB,2,1,TV,,NULL,NULL
5016,77398,10:08:00,RS,36.00,s,5,ULX,1,1,T,,NULL,NULL
5016,77399,10:08:00,RS,36.00,s,5,ULX,1,1,T,,NULL,NULL
5017,77402,06:33:00,RS,32.30,w,3,YB,1,1,TV,,NULL,NULL
5017,77404,06:50:00,RS,30.00,w,10,BP,8,1,TV,,NULL,NULL
5017,77406,07:24:00,RS,29.00,w,1,TTB,1,1,T,,NULL,NULL
5017,77408,08:11:00,MB,20.20,s,4,CP,1,1,TT,,NULL,NULL
5017,77413,09:30:00,ST,13.30,w,6,BH,4,1,TV,,NULL,NULL
5017,77415,10:11:00,MB,14.30,s,5,AHB,2,1,TT,,NULL,NULL
5017,77416,10:19:00,MB,12.30,n,5,CKS,2,1,TV,,NULL,NULL
5017,77417,10:19:00,MB,12.30,n,5,BH,10,1,TV,,NULL,NULL
5017,77418,10:19:00,MB,12.30,s,8,PM,1,1,TV,,NULL,NULL
5018,77423,06:00:00,JB,4.00,e,8,BU,2,1,TT,,NULL,NULL
5018,77424,06:03:00,JB,4.30,w,4,PLT,2,1,TV,,NULL,NULL
5018,77430,08:25:00,TL,19.00,n,5,TO,1,1,TV,,NULL,NULL
5018,77431,08:39:00,TL,20.15,n,18,KL,3,1,TT,,"pertama saya sedang melihat KL, KL tersebut itu sedang TT dan bersuara, KL ada 3 ekor sama besar. 3 KL tersebut dengan cepat menuju kekearah N dengan cepat sekali menjauh hingga tidak terlihat lagi dan saya hanya bisa menghitung jumlahnya saj.",NULL
5018,77432,08:46:00,TL,21.10,s,6,BH,5,1,TV,,NULL,NULL
5018,77433,09:30:00,TL,34.00,e,4,PBS,2,1,TV,,NULL,NULL
5018,77435,11:16:00,GP,24.30,n,3,BH,2,1,TV,,NULL,NULL
5022,77438,06:16:00,UB,15.00,n,28,GN,3,1,T,,"tiga ekor GN yang sama besar yang sedang jalan cepat menuju arah W dan saya hanya bisa lihat serta menghitung jumlah mereka dari kejauahan, setelah jauh mereka bersuara.",NULL
5022,77444,09:30:00,SI,25.00,e,3,KW,26,1,I,,NULL,NULL
5022,77445,10:48:00,SI,8.20,w,1,ULX,1,1,T,,NULL,NULL
5023,77449,06:04:00,SI,2.05,w,3,BAB,2,1,TV,,NULL,NULL
5023,77450,06:16:00,SI,7.00,w,15,BD,1,1,TT,,NULL,NULL
5023,77451,07:00:00,SI,20.00,e,4,BW,4,1,TV,,NULL,NULL
5023,77454,08:43:00,DP,13.15,s,2,TR,2,1,TT,,NULL,NULL
5023,77456,09:11:00,HB,1.10,e,18,KL,4,1,TT,,"pertama kali saya lihat ada 4 ekor KL yang TT dan bersuara. Diantara ke 4 KL tersebut 2 ekor KL sama besar dan 1 ekor KL Ibu-anak. Semua KL tersebut dengan cepat sekali TT dan bersuara menuju ke arah E. saya hanya bisa meghitung jumlah saja . KL semangkin jauh.",NULL
5023,77458,10:51:00,UB,14.05,e,1,BW,1,1,T,,NULL,NULL
5025,77464,08:29:00,MR,3.30,w,8,YB,3,1,TV,,NULL,NULL
5025,77471,10:24:00,GP,83.10,n,8,BW,6,1,TV,,NULL,NULL
5025,77472,10:24:00,GP,83.10,n,1,YB,1,1,T,,NULL,NULL
5026,77481,06:40:00,MR,11.00,n,1,CKS,1,1,TV,,NULL,NULL
5026,77482,06:40:00,MR,11.00,n,5,BB,2,1,TV,,NULL,NULL
5026,77483,06:40:00,MR,11.00,n,7,PX,3,1,T,,NULL,NULL
5026,77491,10:00:00,GP,90.10,n,7,UBX,5,1,TV,,NULL,NULL
5029,77498,05:45:00,NB,8.00,e,15,PX,2,1,TV,,NULL,NULL
5029,77503,10:12:00,UB,67.00,e,3,BCB,2,1,TV,,NULL,NULL
5029,77504,10:12:00,UB,67.00,se,7,ULX,1,1,I,,"1 ekor ular berwarna hitam sebesar lengan saya yang sedang istirahat sambil melihat saya dengan kepala berdiri dan saya sangat takut sekali karena ular tersebut tidak mau lari",NULL
5031,77515,08:30:00,LM,6.10,n,10,CKS,2,1,TV,,NULL,NULL
5031,77516,09:01:00,LM,1.30,n,2,LBJ,3,1,TV,,NULL,NULL
5032,77526,05:52:00,BC,5.00,n,2,BAB,2,1,TV,,NULL,NULL
5032,77528,05:57:00,BC,6.00,n,5,CP,1,1,T,,NULL,NULL
5032,77529,06:08:00,BC,7.40,n,7,CKS,2,1,TV,,NULL,NULL
5032,77531,06:24:00,BC,11.20,n,12,KL,3,1,TV,,"3 ekor KL yang sama besar yang sedang jalan menuju arah N, kemudian KL tersebut bersuara.",NULL
5032,77542,09:18:00,PB,10.10,n,5,TRN,1,1,TV,,NULL,NULL
5032,77543,09:30:00,PB,7.00,s,7,RCB,2,1,TV,,NULL,NULL
5032,77544,09:35:00,PB,5.35,s,3,BH,1,1,TV,,NULL,NULL
5033,77554,05:30:00,AP,8.00,w,2,BAB,2,1,TV,,NULL,NULL
5033,77559,06:22:00,RB,4.00,s,25,OH,2,1,F,,"1ekor OH betina besar (WA) dan OH kecil masih dalam gendongan yang lagi di amati oleh :DN,TT,SB,RT.OH terebut sedang makan buah IRVINGIA yang masih M crop size H .oh makan biji 100% buah dagng,kulit.tinggi pohon 40,tinggi OH 27 posisi OH YZ dan posisi buah YZ 23.",NULL
5033,77563,07:09:00,PR,2.00,s,10,RH,1,1,TV,,NULL,NULL
5033,77567,08:10:00,PB,6.00,n,10,KL,3,1,T,,"3 ekor KL yang sama besarnya yang sedang jalan menuju kearah N.E",NULL
5033,77568,08:18:00,PB,9.45,s,5,RCB,2,1,TV,,NULL,NULL
5033,77570,08:29:00,PB,12.25,s,8,CWB,2,1,T,,NULL,NULL
5033,77572,09:15:00,JB,3.00,w,8,KL,2,1,T,,"2ekor KL yang sama besarnya yang sedang jalan menuju kearah W.",NULL
5033,77578,10:34:00,BC,11.25,n,5,CKS,2,1,TV,,NULL,NULL
5034,77587,07:08:00,AP,13.40,w,6,PLT,1,1,T,,NULL,NULL
5034,77591,08:10:00,UB,0.00,e,7,BAB,2,1,TV,,NULL,NULL
5034,77593,09:08:00,AT,7.25,w,5,RCB,2,1,TV,,NULL,NULL
5034,77595,09:57:00,DA,11.37,e,8,RA,1,1,TV,,NULL,NULL
5034,77597,10:21:00,BK,2.35,e,1,SQT,1,1,T,,NULL,NULL
5036,77603,05:58:00,DT,10.30,e,8,YB,4,1,TV,,NULL,NULL
5036,77604,06:05:00,DT,12.00,s,15,KL,2,1,TT,,"intersection DT/BK + 2 ekor KL sama bsarnya yang sedang jalan cepat karena sedikit takut meliihat saya",NULL
5036,77605,06:15:00,BK,5.00,e,10,PX,4,1,TV,,NULL,NULL
5036,77610,07:20:00,AT,15.00,w,12,BAB,2,1,TV,,NULL,NULL
5036,77611,08:15:00,AT,4.00,s,15,KL,1,1,TT,,"1 ekor KL besar yang sedang berjalan cepat karena takut melihat saya. ",NULL
5036,77618,09:27:00,MT,7.30,w,12,CKS,1,1,TV,,NULL,NULL
5036,77619,09:27:00,MT,7.30,w,8,BH,2,1,T,,NULL,NULL
5036,77624,10:30:00,SC,14.30,w,10,BP,1,1,I,,"intersection SC/RR",NULL
5038,77631,06:49:00,GP,64.40,s,7,PX,2,1,TV,,NULL,NULL
5038,77634,07:18:00,GP,71.00,s,5,KL,2,1,TV,,"2 ekor KL yang sama besarnya yang sedang jalan takut menuju ke arah N.W kemudian KL tersebut bersuara",NULL
5038,77637,09:42:00,FS,10.20,w,0,ULX,1,1,TT,,NULL,NULL
5040,77642,05:39:00,UB,27.00,w,1,CP,1,1,TT,,NULL,NULL
5040,77643,06:20:00,UB,31.05,n,4,BW,3,1,TV,,NULL,NULL
5040,77648,09:48:00,MS,18.15,n,20,OH,1,1,TT,,"1 ekor OH jantan kelimbing yang sedang TT kearah N dengan cepat sekali.",NULL
5041,77657,06:14:00,NB,10.15,n,8,RW,2,1,TT,,NULL,NULL
5041,77658,06:21:00,NB,11.30,s,4,BH,4,1,TV,,NULL,NULL
5041,77659,07:11:00,NB,19.00,s,2,YB,2,1,TV,,NULL,NULL
5041,77660,07:11:00,NB,19.00,n,8,PM,2,1,TV,,NULL,NULL
5041,77661,07:16:00,NB,20.00,s,2,BW,1,1,T,,NULL,NULL
5041,77662,07:16:00,NB,20.00,n,6,BH,7,1,TV,,NULL,NULL
5041,77663,07:16:00,NB,20.00,n,6,CKS,1,1,TV,,NULL,NULL
5041,77667,08:51:00,MS,10.00,n,4,CKS,2,1,TV,,NULL,NULL
5041,77668,08:51:00,MS,10.00,n,2,BH,4,1,TV,,NULL,NULL
5041,77671,10:29:00,UB,52.45,s,18,BC,5,1,TV,,NULL,NULL
5042,77677,06:03:00,BR,6.40,n,5,BAB,2,1,TV,,NULL,NULL
5042,77678,06:56:00,BR,18.25,s,6,CP,1,1,T,,NULL,NULL
5042,77680,07:40:00,AG,6.40,e,10,GN,3,1,TV,,"2 ekor GN yang sama besarnya da 1 ekor GN sedang besar yang sedang berjalan menuju arah S kemudian HN tersebut bersuara.",NULL
5042,77682,09:00:00,SA,33.00,s,5,GN,2,1,TV,,"2 eokr GN yang sama besarnya yang sedang jalan menuju kearah S.E kemudian GN tersebut bersuara.",NULL
5042,77684,09:50:00,SA,21.10,n,2,PS,1,1,T,,NULL,NULL
5042,77685,09:50:00,SA,21.10,n,6,RCB,2,1,TV,,NULL,NULL
5042,77686,10:15:00,SA,15.00,s,5,GN,3,1,TV,,"3 ekor GN yang sama besarnya yang sedang jalan menuju kearah S. kemudan GN tersebut bersuara.",NULL
5042,77687,10:20:00,SA,14.20,s,10,KL,2,1,TV,,"2 ekor KL yang sama besarnya sedang berjalan menuju arah S, kemudian KL tersebut bersuara.",NULL
5044,77693,09:01:00,RK,11.00,s,21,KL,4,1,TT,,"pertama kali saya melihat KL.ad 3 ekor Kl terlihat sama besar. 1ekor KL sedang besar,namun saya tidak dapat mengetahui jenis kelamin dari Kltersebut.karena 4 KL tersebut sangat cepat sekali TT kearah S sambil bersuara dan tidak lama KL semangkin jauh serta menghilang.saya hanya bisa menghitung jumlah dan melihat dari kejauhan saja.",NULL
5044,77695,09:16:00,RK,13.15,n,3,RA,2,1,TT,,NULL,NULL
5044,77696,09:31:00,RK,20.30,n,8,PM,5,1,TV,,NULL,NULL
5044,77697,09:55:00,RK,26.00,w,5,BH,2,1,TV,,NULL,NULL
5044,77698,09:55:00,RK,26.00,w,2,BAB,2,1,TV,,NULL,NULL
5044,77699,09:57:00,RK,26.15,e,8,BD,1,1,TT,,NULL,NULL
5044,77701,10:29:00,RK,31.00,e,6,OH,4,1,TT,,"pertama saya melihat ada 4 ekor OH, 2 ibu anak masiing-masing mempunyai 1 ekor anak yang sudah mulai besar.",NULL
5047,77711,08:36:00,JK,5.40,n,3,CWB,5,1,TV,,NULL,NULL
5047,77712,08:55:00,JK,8.00,s,7,OH,2,1,TV,,"2 ekor OH diantara 1 ekor betina besar dan 1 ekor OH dewasa yang sedang berjalan perlahan dan kemudian bersuara (kisswik) ketika melihat saya.",NULL
5047,77713,09:20:00,JK,12.00,s,10,BP,4,1,TT,,NULL,NULL
5047,77714,09:23:00,JK,12.15,w,12,BAB,2,1,TV,,NULL,NULL
5047,77719,11:15:00,SY,3.00,e,10,BP,2,1,TT,,NULL,NULL
5047,77720,11:15:00,SY,3.00,e,5,CWB,3,1,TV,,NULL,NULL
5048,77726,06:50:00,SY,8.30,n,1,BCB,1,1,TV,,NULL,NULL
5048,77732,10:01:00,LD,0.40,s,5,BC,2,1,TV,,NULL,NULL
5048,77733,10:10:00,LD,0.10,NULL,NULL,HT,1,1,T,,"cuaca masih mendung 40%",NULL
5049,77737,06:15:00,KP,27.10,s,2,MK,2,1,TV,,NULL,NULL
5049,77740,07:22:00,TZ,4.10,n,0,BAB,1,1,TV,,NULL,NULL
5049,77742,08:15:00,BD,10.00,w,6,RA,1,1,T,,NULL,NULL
5049,77743,08:28:00,BD,7.30,w,5,LBJ,3,1,TV,,NULL,NULL
5049,77744,09:05:00,BD,1.10,e,2,BCB,1,1,TV,,NULL,NULL
5050,77750,06:49:00,KP,0.15,w,4,RA,1,1,TT,,NULL,NULL
5050,77754,08:14:00,BD,15.00,w,2,BH,3,1,TV,,NULL,NULL
5052,77762,06:17:00,IF,14.00,n,2,BF,2,1,TV,,NULL,NULL
5052,77764,06:30:00,IF,16.40,s,1,BB,1,1,T,,NULL,NULL
5052,77765,06:30:00,IF,16.40,s,5,CKM,1,1,T,,NULL,NULL
5052,77766,06:32:00,IF,16.40,s,8,DJ,2,1,TV,,NULL,NULL
5052,77768,07:10:00,IF,25.00,s,8,KL,3,1,TV,,"2 ekor KL yang sama besarnya dan 1 ekor KL sedang besar yang sedang berjalan menuju kearah E kemudaian KL tersebut besuara.",NULL
5052,77771,08:54:00,IF,43.15,n,0,KCL,1,1,T,,NULL,NULL
5052,77775,09:50:00,TZ,27.00,e,6,RCB,3,1,TV,,NULL,NULL
5052,77777,10:32:00,TZ,18.00,n,2,TMA,4,1,TV,,NULL,NULL
5054,77781,06:04:00,TZ,12.40,n,15,PX,2,1,TV,,NULL,NULL
5054,77783,06:20:00,TZ,16.00,s,18,KL,2,1,TV,,"2 ekor KL sama besarnya yang sedang jalan cepat menuju kearah W dan bersuara",NULL
5054,77784,06:30:00,TZ,18.00,w,7,SQX,1,1,TT,,NULL,NULL
5054,77787,07:50:00,IF,45.00,e,10,BB,2,1,TV,,NULL,NULL
5054,77788,09:00:00,IF,26.00,n,5,BAB,1,1,T,,NULL,NULL
5055,77792,05:42:00,BM,2.20,n,5,SQX,1,1,T,,NULL,NULL
5055,77793,06:20:00,BM,10.00,e,12,EL,1,1,I,,NULL,NULL
5055,77794,06:20:00,BM,10.00,n,15,BAB,2,1,TV,,NULL,NULL
5055,77796,06:30:00,BM,12.00,n,7,MK,1,1,TV,,NULL,NULL
5055,77801,09:40:00,SP,9.00,e,7,SQX,1,1,T,,NULL,NULL
5055,77804,10:15:00,ST,8.00,e,20,KL,3,1,T,,"3 ekor KL yang sama besarnya yang sedang berjalan menuju kearah N.",NULL
5058,77809,05:50:00,RB,10.28,w,8,SQX,1,1,T,,"intersection RB/ST",NULL
5058,77810,06:00:00,ST,2.00,w,5,PX,1,1,T,,NULL,NULL
5058,77811,06:11:00,ST,4.10,e,15,PX,2,1,TV,,NULL,NULL
5058,77814,07:00:00,TR,4.00,n,20,KL,4,1,T,,"4 ekor KL sama besarnya yang sedang jalan perlahan kearah W.",NULL
